id,place,magnitude,time,latitude,longitude,depth
ak0243ctxxek,"38 km WNW of Petersville, Alaska",1.9,2024-03-13 06:23:29.242,62.655,-151.4307,7.5
hv74135676,"11 km ENE of Pāhala, Hawaii",2.26999998,2024-03-13 06:16:53.000,19.2436676025391,-155.381164550781,30.1100006103516
nc74016671,"8 km NW of The Geysers, CA",0.89,2024-03-13 06:16:10.960,38.822834,-122.8300018,14.54
tx2024fcal,"62 km S of Whites City, New Mexico",2.7,2024-03-13 06:10:59.738,31.623,-104.5,7.2534
nn00874852,"9 km N of Lemmon Valley, Nevada",0.2,2024-03-13 06:05:08.809,39.7247,-119.8569,9.7
ci40686400,"21 km E of Little Lake, CA",2.12,2024-03-13 05:56:39.910,35.9216667,-117.6736667,3.17
pr71442878,"5 km SSE of Salinas, Puerto Rico",2.13,2024-03-13 05:50:24.040,17.9275,-66.2791666666667,13.41
nc74016661,"12 km ESE of Redway, CA",2.26,2024-03-13 05:44:49.220,40.0796667,-123.6873333,24.3
nc74016656,"8 km WNW of Cobb, CA",0.87,2024-03-13 05:40:13.410,38.836834,-122.8128357,1.95
nn00874851,"36 km WSW of Gerlach, Nevada",1.1,2024-03-13 05:39:39.310,40.5775,-119.7715,0.0
hv74135651,"10 km SSW of Volcano, Hawaii",1.34,2024-03-13 05:39:38.130,19.3603333333333,-155.2865,0.48
mb90043053,"36 km S of Virginia City, Montana",0.91,2024-03-13 05:30:17.860,44.965,-111.994166666667,4.96
hv74135646,"10 km SSW of Volcano, Hawaii",1.75,2024-03-13 05:17:12.770,19.363000869751,-155.28466796875,-0.370000004768372
tx2024fbyj,"3 km S of Falls City, Texas",1.6,2024-03-13 05:07:10.637,28.95,-98.013,2.7588
uu80062601,"72 km NNE of Kelly, Wyoming",1.19,2024-03-13 04:51:17.290,44.1925,-110.1915,10.07
nc74016646,"8 km WNW of Cobb, CA",0.98,2024-03-13 04:50:46.500,38.8419991,-122.815834,1.26
nc74016641,"6 km W of Cobb, CA",0.43,2024-03-13 04:49:52.310,38.828167,-122.7979965,2.29
nn00874691,"10 km N of Lemmon Valley, Nevada",0.3,2024-03-13 04:49:03.735,39.7255,-119.8638,10.5
av91136338,"94 km N of Karluk, Alaska",-0.16,2024-03-13 04:39:14.470,58.4071666666667,-154.713833333333,6.1
hv74135611,"7 km SW of Volcano, Hawaii",1.33,2024-03-13 04:36:14.310,19.3853333333333,-155.28,1.23
ci40686392,"10 km SSW of Borrego Springs, CA",1.38,2024-03-13 04:33:22.120,33.1776667,-116.4258333,12.28
av92229561,"96 km N of Karluk, Alaska",0.86,2024-03-13 04:29:20.360,58.4238333333333,-154.764666666667,4.9
hv74135601,"10 km SW of Volcano, Hawaii",1.75999999,2024-03-13 04:22:26.250,19.3623332977295,-155.292495727539,0.280000001192093
ci40686384,"11 km ENE of Desert Hot Springs, CA",0.75,2024-03-13 04:21:04.300,34.0016667,-116.3885,6.75
us6000miin,"181 km NNW of Puerto Ayora, Ecuador",4.6,2024-03-13 04:20:12.289,0.804,-90.856,10.0
tx2024fbwu,"63 km SSW of Whites City, New Mexico",1.8,2024-03-13 04:18:44.383,31.616,-104.509,8.5608
us6000miii,"102 km SE of Diego de Almagro, Chile",4.1,2024-03-13 04:12:16.133,-27.0396,-69.3133,126.926
nc74016631,"6 km WNW of Cobb, CA",-0.13,2024-03-13 04:02:12.590,38.8331667,-122.7926667,1.57
nc74016626,"7 km NW of The Geysers, CA",0.53,2024-03-13 03:59:48.640,38.8219986,-122.8105011,2.71
pr71442868,"3 km N of Guayanilla, Puerto Rico",2.3,2024-03-13 03:54:14.180,18.0491666666667,-66.7971666666667,14.71
nc74016621,"8 km W of Cobb, CA",0.33,2024-03-13 03:47:25.640,38.8353333,-122.8171667,1.98
us6000miip,"249 km SE of Attu Station, Alaska",4.1,2024-03-13 03:43:54.911,51.619,176.2478,20.0
ci40686376,"14 km WSW of Searles Valley, CA",0.96,2024-03-13 03:41:00.730,35.7226667,-117.5448333,2.77
ci40686368,"21 km E of Little Lake, CA",2.02,2024-03-13 03:21:42.750,35.9261667,-117.6716667,3.62
tx2024fbuv,"62 km SSW of Whites City, New Mexico",2.8,2024-03-13 03:19:12.699,31.625,-104.509,6.6125
av91136328,"26 km N of Ivanof Bay, Alaska",0.03,2024-03-13 03:14:31.040,56.1386666666667,-159.454166666667,11.04
ci40686360,"21 km E of Little Lake, CA",1.18,2024-03-13 03:03:25.220,35.9241667,-117.6723333,3.88
nn00874673,"38 km W of Empire, Nevada",1.3,2024-03-13 03:00:09.183,40.547,-119.7925,10.9
ak0243crr0e2,"57 km NW of Rampart, Alaska",1.6,2024-03-13 02:55:10.250,65.8624,-151.0755,11.2
us6000miic,"15 km N of Oyolo, Peru",4.7,2024-03-13 02:50:35.486,-15.0396,-73.1691,80.227
nc74016611,"10 km WNW of The Geysers, CA",1.09,2024-03-13 02:45:29.690,38.8253326,-122.8533325,2.09
nc74016606,"3 km NNW of The Geysers, CA",1.71,2024-03-13 02:39:31.400,38.803833,-122.7721634,1.35
nc74016601,"8 km WNW of Cobb, CA",1.09,2024-03-13 02:37:45.670,38.8428345,-122.8161697,1.2
nc74016596,"1 km NW of The Geysers, CA",1.05,2024-03-13 02:28:49.140,38.783165,-122.762001,12.43
nn00874672,"9 km N of Lemmon Valley, Nevada",0.5,2024-03-13 02:28:39.920,39.7179,-119.859,11.4
uu80062596,"25 km E of Glenwood, Utah",1.55,2024-03-13 02:23:57.650,38.7213333333333,-111.696833333333,3.58
hv74135541,"10 km NE of Pāhala, Hawaii",2.27999997,2024-03-13 02:18:51.770,19.2651672363281,-155.399505615234,30.0599994659424
ak0243crj5mb,"18 km NNW of Karluk, Alaska",2.0,2024-03-13 02:18:44.991,57.7126,-154.6124,55.0
nc74016586,"6 km NNW of The Geysers, CA",1.25,2024-03-13 02:15:34.070,38.8193321,-122.7921677,2.55
nc74016581,"10 km WNW of The Geysers, CA",0.65,2024-03-13 02:14:13.650,38.8256683,-122.8531647,2.1
ak0243cri34y,"19 km W of Tetlin, Alaska",1.5,2024-03-13 02:13:46.267,63.1505,-142.911,0.0
nc74016566,"10 km WNW of The Geysers, CA",1.79,2024-03-13 02:08:46.860,38.8258324,-122.8539963,2.19
ak0243crgcds,"16 km S of Tatitlek, Alaska",2.4,2024-03-13 02:05:32.965,60.719,-146.7048,16.5
nc74016561,"10 km WNW of The Geysers, CA",0.02,2024-03-13 01:53:25.240,38.8261667,-122.8538333,2.14
uu80062591,"18 km NE of Enterprise, Utah",1.22,2024-03-13 01:49:11.960,41.1983333333333,-111.555166666667,8.81
nc74016546,"9 km NW of The Geysers, CA",0.77,2024-03-13 01:39:04.290,38.8311653,-122.8381653,8.23
nc74016541,"8 km NW of The Geysers, CA",0.31,2024-03-13 01:36:38.390,38.8204994,-122.8241653,2.25
nc74016536,"8 km NW of The Geysers, CA",0.76,2024-03-13 01:35:58.860,38.8204994,-122.822998,2.32
hv74135491,"14 km NE of Pāhala, Hawaii",2.64,2024-03-13 01:27:52.080,19.2973333333333,-155.3835,2.13
nc74016531,"16 km WSW of Toms Place, CA",0.7,2024-03-13 01:06:03.800,37.4801667,-118.836,5.11
ci40686336,"23 km SSW of La Quinta, CA",0.99,2024-03-13 01:01:29.870,33.4655,-116.3906667,10.27
nc74016526,"18 km SW of Toms Place, CA",1.13,2024-03-13 01:00:42.440,37.4735,-118.8436667,3.31
ak0243cqkv78,"29 km NNE of Paxson, Alaska",1.6,2024-03-13 00:58:46.996,63.3442,-145.4496,9.5
nc74016521,"8 km WNW of The Geysers, CA",1.16,2024-03-13 00:56:16.430,38.8098335,-122.8366699,1.04
av92229436,"85 km NW of Karluk, Alaska",1.12,2024-03-13 00:53:42.850,58.1731666666667,-155.3385,2.1
ci37631668,"4 km ENE of Beaumont, CA",0.54,2024-03-13 00:39:35.060,33.9455,-116.9336667,10.21
ci40686328,"14 km ESE of Anza, CA",0.75,2024-03-13 00:39:10.400,33.5045,-116.5333333,9.83
tx2024fbox,"55 km S of Whites City, New Mexico",1.5,2024-03-13 00:21:05.070,31.679,-104.425,6.2537
ak0243bgp5yf,"112 km WNW of Yakutat, Alaska",2.2,2024-03-12 23:52:29.199,60.1105,-141.392,3.1
ak0243bgnfnu,"25 km WSW of Manley Hot Springs, Alaska",1.6,2024-03-12 23:44:21.936,64.8878,-151.1105,13.8
av92229426,"17 km W of Sitka, Alaska",0.29,2024-03-12 23:41:40.180,57.0388333333333,-135.624833333333,5.43
ak0243bgmtv3,"15 km E of Ferry, Alaska",2.0,2024-03-12 23:41:39.351,64.0332,-148.7956,0.0
nc74016506,"10 km E of San Martin, CA",1.7,2024-03-12 23:40:37.010,37.0779991,-121.5008316,7.58
tx2024fbmz,"52 km NW of Toyah, Texas",1.8,2024-03-12 23:22:21.083,31.645,-104.195,6.0999
tx2024fbmt,"64 km S of Whites City, New Mexico",1.9,2024-03-12 23:15:57.979,31.608,-104.509,8.7659
uw61989641,"1 km S of Kapowsin, Washington",1.46,2024-03-12 23:15:43.880,46.972166666666666,-122.22516666666667,-0.36
ci40686320,"16 km NNW of Ocotillo, CA",1.34,2024-03-12 23:15:34.440,32.8748333,-116.0465,8.91
ci40686304,"8 km ENE of Coso Junction, CA",0.93,2024-03-12 23:07:49.810,36.0768333,-117.8643333,2.62
tx2024fbmk,"56 km SSW of Whites City, New Mexico",1.6,2024-03-12 23:04:48.187,31.678,-104.514,5.7922
us6000mihy,"91 km SW of Atka, Alaska",3.8,2024-03-12 23:04:38.205,51.5795,-175.0876,35.0
nc74016491,"11 km ENE of Tres Pinos, CA",1.1,2024-03-12 23:00:33.610,36.8396683,-121.2099991,12.02
nc74016486,"10 km E of San Martin, CA",0.79,2024-03-12 22:55:40.250,37.0773333,-121.4966667,8.45
nc74016481,"8 km WNW of Cobb, CA",0.86,2024-03-12 22:50:28.250,38.8395004,-122.807663,7.68
nc74016476,"6 km NW of The Geysers, CA",1.08,2024-03-12 22:50:19.570,38.8185005,-122.7961655,2.38
nc74016471,"8 km E of Gilroy, CA",1.24,2024-03-12 22:49:32.630,37.0071678,-121.4768295,5.72
hv74135291,"13 km NE of Pāhala, Hawaii",1.2,2024-03-12 22:43:27.590,19.2915,-155.385833333333,2.0
ak0243bfy3jq,"11 km NNE of Susitna North, Alaska",1.9,2024-03-12 22:26:00.737,62.262,-149.7785,16.0
pr71442863,"6 km SSE of Salinas, Puerto Rico",2.26,2024-03-12 22:20:44.610,17.9226666666667,-66.2848333333333,12.91
ci40686288,"11 km SE of Anza, CA",1.15,2024-03-12 22:12:12.930,33.4885,-116.5803333,10.19
ci40686280,"11 km SE of Anza, CA",1.8,2024-03-12 22:06:31.460,33.487,-116.5868333,10.42
us6000mihq,"29 km NE of Salcabamba, Peru",4.6,2024-03-12 22:04:52.385,-11.9878,-74.6203,10.418
ak0243bfgcjl,"10 km ENE of Fox, Alaska",1.5,2024-03-12 21:43:19.395,64.9896,-147.4085,4.7
hv74135206,"2 km SSE of Pāhala, Hawaii",2.43000007,2024-03-12 21:42:21.510,19.181999206543,-155.468673706055,34.689998626709
hv74135201,"14 km NE of Pāhala, Hawaii",1.81,2024-03-12 21:37:42.850,19.2933333333333,-155.382666666667,4.21
hv74135196,"10 km NE of Pāhala, Hawaii",2.23000002,2024-03-12 21:35:23.910,19.2649993896484,-155.402328491211,29.8799991607666
hv74135186,"2 km W of Honalo, Hawaii",1.73,2024-03-12 21:30:19.270,19.5428333333333,-155.960166666667,12.13
nc74016456,"6 km W of Cobb, CA",1.3,2024-03-12 21:23:49.950,38.8264999,-122.7896652,1.65
us6000miht,"80 km S of Atiquipa, Peru",4.3,2024-03-12 21:19:51.835,-16.5219,-74.3429,10.0
nc74016451,"10 km NW of The Geysers, CA",0.75,2024-03-12 21:08:55.710,38.8413315,-122.8393326,1.99
ak0243bf74f1,"39 km N of Petersville, Alaska",1.9,2024-03-12 21:00:15.016,62.8424,-150.879,81.4
us6000miha,"93 km SW of Atka, Alaska",4.6,2024-03-12 20:56:50.634,51.5607,-175.0913,36.367
pr71442858,"2 km SW of Indios, Puerto Rico",2.16,2024-03-12 20:52:01.570,17.9758333333333,-66.8348333333333,16.05
nc74016441,"6 km NW of The Geysers, CA",0.71,2024-03-12 20:39:22.500,38.8216667,-122.7993317,1.88
ci40686240,"5 km NE of Rancho San Diego, CA",1.5,2024-03-12 20:32:36.150,32.775,-116.8945,-0.35
nc74016436,"6 km NW of The Geysers, CA",1.09,2024-03-12 20:31:35.400,38.8168335,-122.7958298,2.49
nc74016426,"8 km WNW of The Geysers, CA",0.75,2024-03-12 20:18:38.210,38.8151665,-122.8343353,0.87
mb90043048,"16 km ESE of Dillon, Montana",1.26,2024-03-12 20:07:21.160,45.1843333333333,-112.437333333333,-2.0
nc74016416,"14 km N of Hollister, CA",0.99,2024-03-12 20:06:40.060,36.9765,-121.4065,8.6
us6000migx,"49 km NNW of Sandy Ground Village, Anguilla",4.3,2024-03-12 20:00:12.411,18.5887,-63.3238,43.893
nc74016411,"6 km NW of The Geysers, CA",0.92,2024-03-12 19:48:49.680,38.8236656,-122.8014984,2.99
mb90043038,"4 km NW of Logan, Montana",1.4,2024-03-12 19:38:20.730,45.9178333333333,-111.464833333333,-2.0
ci40686216,"3 km NNW of Chatsworth, CA",1.46,2024-03-12 19:37:37.680,34.2813333,-118.621,-0.52
tx2024fbfo,"16 km W of Mentone, Texas",1.3,2024-03-12 19:37:16.429,31.693,-103.77,43.1934
ak0243be73ey,"18 km E of Livengood, Alaska",1.6,2024-03-12 19:32:05.868,65.533,-148.1401,8.2
ci40686200,"1 km S of Wrightwood, CA",1.2,2024-03-12 19:24:36.880,34.3501667,-117.6315,9.42
mb90043033,"12 km NNE of Dillon, Montana",1.04,2024-03-12 19:21:52.000,45.3275,-112.600333333333,8.66
nc74016401,"8 km WNW of Cobb, CA",0.56,2024-03-12 19:19:12.560,38.8375015,-122.819664,2.98
ak0243be39jv,"59 km NW of Gustavus, Alaska",1.9,2024-03-12 19:14:19.151,58.7982,-136.4539,4.2
nc74016396,"5 km W of Cobb, CA",1.34,2024-03-12 18:58:54.430,38.8226662,-122.7816696,1.68
ak0243bdq72a,"39 km ENE of Paxson, Alaska",1.8,2024-03-12 18:53:21.626,63.2286,-144.8879,30.0
ci40686184,"7 km SSW of Mojave, CA",1.63,2024-03-12 18:49:45.140,34.9945,-118.1975,-0.93
nn00874722,"9 km N of Lemmon Valley, Nevada",0.4,2024-03-12 18:42:13.359,39.7193,-119.8496,8.0
pr71442833,"4 km SSW of Indios, Puerto Rico",1.81,2024-03-12 18:40:07.240,17.954,-66.8395,12.69
uu80062576,"4 km WNW of Snyderville, Utah",0.29,2024-03-12 18:24:50.900,40.7065,-111.589833333333,3.15
us6000mifu,"39 km NNE of Makubetsu, Japan",4.2,2024-03-12 18:22:29.996,45.6751,142.08,312.22
hv74134936,"16 km NNE of Pāhala, Hawaii",1.27,2024-03-12 18:03:01.030,19.341,-155.428833333333,9.31
mb90043043,"8 km NNW of Smiths Ferry, Idaho",2.23,2024-03-12 17:58:25.950,44.369,-116.129166666667,6.58
nc74016381,"6 km WNW of Cobb, CA",0.44,2024-03-12 17:46:28.160,38.8370018,-122.7946701,1.67
nc74016376,"10 km NW of The Geysers, CA",0.78,2024-03-12 17:45:40.680,38.8310013,-122.848999,1.89
nn00874669,"9 km N of Lemmon Valley, Nevada",1.1,2024-03-12 17:39:16.079,39.7169,-119.8576,10.2
hv74134911,"12 km ESE of Pāhala, Hawaii",3.14,2024-03-12 17:33:30.500,19.1468333333333,-155.371833333333,29.04
ci40686144,"17 km W of Searles Valley, CA",0.77,2024-03-12 17:31:36.940,35.7818333,-117.59,6.98
hv74134906,"12 km SSE of Volcano, Hawaii",1.44,2024-03-12 17:27:21.440,19.3363333333333,-155.202666666667,6.57
nn00874668,"9 km N of Lemmon Valley, Nevada",0.9,2024-03-12 17:17:34.665,39.723,-119.8592,10.8
nn00874721,"9 km N of Lemmon Valley, Nevada",0.4,2024-03-12 17:15:27.444,39.7229,-119.8595,10.9
nc74016351,"7 km NW of The Geysers, CA",1.05,2024-03-12 17:07:55.080,38.8118324,-122.8216629,2.02
hv74134896,"7 km SW of Volcano, Hawaii",1.72000003,2024-03-12 16:53:20.970,19.3898334503174,-155.274505615234,0.709999978542328
ak0243bciygx,"6 km SSE of Houston, Alaska",1.7,2024-03-12 16:51:48.174,61.5819,-149.7554,37.9
us7000m4v4,"8 km NNW of Smiths Ferry, Idaho",3.6,2024-03-12 16:50:42.472,44.3704,-116.1273,16.3
ak0243bcg5f1,"7 km SSW of Salcha, Alaska",1.5,2024-03-12 16:38:38.532,64.4624,-146.9468,4.2
tx2024fazl,"32 km WSW of Ackerly, Texas",2.2,2024-03-12 16:31:57.289,32.412,-102.036,8.0811
nn00874621,"21 km NNE of Pahrump, Nevada",1.1,2024-03-12 16:30:15.542,36.3941,-115.9248,10.0
av91136313,"68 km NE of Nikolski, Alaska",-0.22,2024-03-12 16:24:41.260,53.3906666666667,-168.163333333333,2.41
av91136318,"85 km NW of Karluk, Alaska",-0.09,2024-03-12 16:24:10.380,58.176,-155.3445,0.63
ak0243bcbmoq,"74 km WNW of Karluk, Alaska",1.6,2024-03-12 16:17:29.546,57.9394,-155.4962,14.1
ci40686080,"13 km NE of Little Lake, CA",1.01,2024-03-12 16:11:48.450,36.0075,-117.7943333,1.38
ak0243bca5oz,"60 km N of Aleneva, Alaska",2.3,2024-03-12 16:10:42.759,58.5993,-152.8327,48.9
ci40686056,"13 km NE of Little Lake, CA",0.85,2024-03-12 16:00:19.850,36.009,-117.7958333,1.29
nc74016341,"5 km NW of The Geysers, CA",0.9,2024-03-12 15:58:01.510,38.802166,-122.802002,1.94
nn00874720,"16 km NNW of Sutcliffe, Nevada",1.5,2024-03-12 15:52:10.340,40.0882,-119.6752,14.9
nc74016336,"4 km WNW of The Geysers, CA",0.51,2024-03-12 15:49:34.130,38.7938347,-122.8036652,3.23
nc74016331,"10 km NW of Parkfield, CA",1.76,2024-03-12 15:42:04.650,35.9598351,-120.5138321,10.39
nc74016326,"4 km WNW of Cobb, CA",0.04,2024-03-12 15:39:21.990,38.8386667,-122.7616667,2.42
ak0243bbtu6c,"87 km NW of Karluk, Alaska",1.1,2024-03-12 15:34:28.525,58.1686,-155.4007,0.0
ci40686040,"20 km NNW of Borrego Springs, CA",0.81,2024-03-12 15:30:14.130,33.4241667,-116.4658333,13.07
hv74134816,"6 km SW of Volcano, Hawaii",1.87,2024-03-12 15:05:06.210,19.3988342285156,-155.274993896484,1.17999994754791
nn00874719,"1 km NNW of Carter Springs, Nevada",0.5,2024-03-12 15:02:53.617,38.8743,-119.6499,0.0
nn00874665,"41 km WNW of Indian Springs, Nevada",0.0,2024-03-12 14:59:06.557,36.7395,-116.0787,4.0
nn00874664,"9 km NW of Virginia City, Nevada",1.0,2024-03-12 14:56:37.182,39.3713,-119.7283,0.0
ak0243bbc3ea,"83 km NNW of Karluk, Alaska",1.1,2024-03-12 14:51:49.949,58.2801,-154.8845,11.7
nc74016316,"8 km NW of The Geysers, CA",0.77,2024-03-12 14:48:04.980,38.8301659,-122.8150024,1.75
nc74016311,"10 km WNW of The Geysers, CA",1.4,2024-03-12 14:30:20.910,38.8180008,-122.8529968,2.13
nc74016301,"10 km WNW of The Geysers, CA",1.02,2024-03-12 14:25:43.530,38.8178329,-122.8526688,2.06
ak0243bb5vjz,"180 km SE of Chignik, Alaska",2.6,2024-03-12 14:23:09.057,55.4089,-155.9952,20.0
us6000mifr,"288 km S of Akhiok, Alaska",3.1,2024-03-12 14:22:52.626,54.3993,-155.0325,10.0
nc74016296,"9 km WNW of The Geysers, CA",1.68,2024-03-12 14:19:40.350,38.8176651,-122.8503342,2.12
ci40686008,"6 km N of Moreno Valley, CA",1.57,2024-03-12 14:18:01.840,33.9758333,-117.228,11.96
ci40685984,"2 km ENE of Beaumont, CA",0.83,2024-03-12 14:15:56.700,33.9353333,-116.9536667,7.04
ci40685976,"13 km N of Fillmore, CA",1.72,2024-03-12 14:09:04.950,34.5185,-118.935,-0.59
tx2024faur,"36 km NW of Toyah, Texas",1.5,2024-03-12 14:04:39.419,31.58,-104.023,6.8176
nn00874715,"29 km NE of Beatty, Nevada",0.0,2024-03-12 13:54:30.950,37.0937,-116.5257,8.5
nn00874713,"27 km NE of Big Pine, California",-0.2,2024-03-12 13:18:25.102,37.3487,-118.0831,14.4
ak0243bajcqt,"28 km SSW of Petersville, Alaska",2.5,2024-03-12 13:17:40.854,62.2489,-150.8811,67.8
ci40685968,"13 km N of Ocotillo Wells, CA",0.84,2024-03-12 13:15:43.910,33.2588333,-116.1045,8.85
ak0243bai8kp,"26 km S of Central, Alaska",1.8,2024-03-12 13:12:20.256,65.3369,-144.7797,0.0
ak0243bai3vy,"52 km SW of Tatitlek, Alaska",2.4,2024-03-12 13:11:59.506,60.4925,-147.2566,16.4
ak0243bahu0x,"15 km SSW of Central, Alaska",1.9,2024-03-12 13:10:31.695,65.457,-144.9837,19.4
ci40685960,"18 km ESE of Little Lake, CA",1.51,2024-03-12 13:10:02.800,35.8883333,-117.7106667,7.34
tx2024fass,"11 km N of Coyanosa, Texas",1.6,2024-03-12 13:08:30.718,31.345,-103.057,5.4077
nn00874712,"28 km ENE of Fallon Station, Nevada",1.1,2024-03-12 12:59:45.392,39.5367,-118.4191,10.2
nn00874666,"2 km SE of Sun Valley, Nevada",1.1,2024-03-12 12:57:15.585,39.5805,-119.758,12.1
ak0243ba5k2o,"44 km NW of Rampart, Alaska",1.8,2024-03-12 12:53:04.003,65.8065,-150.8162,0.0
nn00874620,"45 km E of Fort Bidwell, California",2.1,2024-03-12 12:37:54.886,41.8214,-119.6014,0.0
nn00874663,"52 km SE of Beatty, Nevada",-0.1,2024-03-12 12:35:31.767,36.6337,-116.2869,6.4
nc74016281,"2 km N of The Geysers, CA",1.28,2024-03-12 12:34:50.700,38.7929993,-122.754837,-0.02
ak0243b9yt18,"35 km W of Clear, Alaska",1.5,2024-03-12 12:21:54.209,64.2607,-149.9076,6.7
nc74016276,"8 km NW of The Geysers, CA",0.77,2024-03-12 12:21:06.960,38.8305016,-122.8193359,1.69
ak0243b9y51m,"40 km N of Chickaloon, Alaska",1.3,2024-03-12 12:18:42.122,62.1559,-148.3297,24.9
av92229151,"84 km NNW of Karluk, Alaska",-0.49,2024-03-12 12:16:49.090,58.2568333333333,-155.0725,6.59
uu80062566,"4 km E of Hebgen Lake Estates, Montana",0.22,2024-03-12 11:56:28.880,44.764,-111.132,7.85
tx2024faqj,"56 km S of Whites City, New Mexico",1.9,2024-03-12 11:56:08.084,31.674,-104.483,5.3308
ak0243b9jotf,"82 km ESE of New Allakaket, Alaska",1.6,2024-03-12 11:51:01.156,66.1998,-151.0161,0.0
nn00874614,"8 km NW of Virginia City, Nevada",0.9,2024-03-12 11:50:24.356,39.3664,-119.7188,0.0
av92229141,"89 km W of Adak, Alaska",1.36,2024-03-12 11:41:13.850,51.8693333333333,-177.9275,6.17
av91136298,"84 km NW of Karluk, Alaska",0.28,2024-03-12 11:40:50.230,58.1733333333333,-155.328,2.26
hv74134751,"14 km SSW of Puako, Hawaii",1.77,2024-03-12 11:40:10.440,19.8491666666667,-155.896166666667,10.56
nc74016261,"13 km NW of Pinnacles, CA",0.87,2024-03-12 11:39:14.830,36.626,-121.2331667,3.52
nn00874607,"15 km ENE of Hawthorne, Nevada",1.3,2024-03-12 11:36:13.538,38.5875,-118.4614,5.9
nc74016256,"8 km NW of The Geysers, CA",0.73,2024-03-12 11:23:39.380,38.8191681,-122.8246689,2.05
nn00874710,"34 km NW of Beatty, Nevada",1.4,2024-03-12 11:18:25.987,37.1092,-117.0585,6.1
ci40685952,"20 km ESE of Anza, CA",0.86,2024-03-12 11:13:22.210,33.4603333,-116.4851667,10.59
nn00874605,"12 km NNW of Virginia City, Nevada",1.3,2024-03-12 11:08:26.723,39.4123,-119.6949,8.5
ak0243b99xyw,"21 km S of Funny River, Alaska",2.0,2024-03-12 11:05:54.164,60.3108,-150.7317,36.5
ci40685944,"6 km S of Lytle Creek, CA",1.27,2024-03-12 10:53:38.700,34.203,-117.4946667,5.91
nc74016246,"8 km NW of The Geysers, CA",0.74,2024-03-12 10:44:25.580,38.8224983,-122.8320007,1.83
us7000m4ub,Chagos Archipelago region,5.1,2024-03-12 10:41:03.956,-8.0837,68.2638,10.0
ak0243b8vx06,"2 km SSE of Salcha, Alaska",0.8,2024-03-12 10:40:09.696,64.5001,-146.8881,11.2
nn00874613,"12 km NNW of Virginia City, Nevada",0.7,2024-03-12 10:30:56.378,39.4149,-119.6967,7.5
ak0243b8t5d4,"2 km S of Soldotna, Alaska",1.8,2024-03-12 10:27:18.483,60.4682,-151.0549,65.0
nn00874604,"15 km SW of Indian Springs, Nevada",0.6,2024-03-12 10:23:21.028,36.4581,-115.7692,7.4
nc74016236,"1 km NE of The Geysers, CA",1.39,2024-03-12 10:13:44.730,38.7859993,-122.7450027,0.54
ak0243b8pak5,"55 km ESE of Whittier, Alaska",2.0,2024-03-12 10:09:19.578,60.6349,-147.7081,16.5
nc74016226,"8 km NW of The Geysers, CA",1.08,2024-03-12 10:08:59.970,38.8303337,-122.8183365,1.64
av91136293,"86 km NNW of Karluk, Alaska",-0.52,2024-03-12 09:55:03.770,58.254,-155.130833333333,32.02
av91136288,"85 km NW of Karluk, Alaska",-1.05,2024-03-12 09:53:22.340,58.1758333333333,-155.339166666667,0.9
nn00874601,"15 km SW of Indian Springs, Nevada",0.8,2024-03-12 09:50:02.062,36.4638,-115.775,7.1
us7000m4u6,northern Mid-Atlantic Ridge,4.9,2024-03-12 09:44:49.838,26.3629,-44.6467,10.0
pr71442828,"1 km SW of Santo Domingo, Puerto Rico",2.11,2024-03-12 09:43:37.230,18.0525,-66.762,17.16
us7000m4u4,"31 km NW of Malfa, Italy",4.3,2024-03-12 09:37:26.568,38.8106,14.6301,302.691
nc74016221,"7 km NW of The Geysers, CA",0.75,2024-03-12 09:33:24.420,38.8161659,-122.8255005,1.84
hv74134656,"11 km ENE of Pāhala, Hawaii",1.84000003,2024-03-12 09:28:49.590,19.2268333435059,-155.371337890625,34.0099983215332
hv74134651,"9 km NE of Pāhala, Hawaii",2.4000001,2024-03-12 09:25:11.070,19.2584991455078,-155.405502319336,29.0400009155273
ci40685936,"7 km SSW of Idyllwild, CA",1.14,2024-03-12 09:23:39.290,33.6768333,-116.7378333,15.96
av91136268,"67 km NE of Nikolski, Alaska",-0.55,2024-03-12 09:14:58.670,53.391,-168.178666666667,0.75
hv74134636,"5 km SSE of Pāhala, Hawaii",1.78,2024-03-12 09:14:23.580,19.1538333333333,-155.467166666667,32.31
nn00874599,"16 km SSW of Indian Springs, Nevada",1.0,2024-03-12 09:12:46.398,36.4388,-115.7653,4.4
ci40685928,"10 km E of Borrego Springs, CA",1.31,2024-03-12 09:09:09.210,33.271,-116.2636667,12.83
av91136283,"85 km NNW of Karluk, Alaska",-0.16,2024-03-12 09:07:14.070,58.2535,-155.107166666667,30.72
av91136278,"86 km NNW of Karluk, Alaska",0.1,2024-03-12 09:05:55.970,58.248,-155.150833333333,32.56
ak0243b8245k,"6 km WSW of Skwentna, Alaska",1.9,2024-03-12 09:01:05.681,61.971,-151.5082,74.4
us7000m4tz,"12 km NNE of Tura, India",4.4,2024-03-12 08:57:52.039,25.6115,90.2653,10.0
nn00874594,"16 km N of Mina, Nevada",1.6,2024-03-12 08:49:48.814,38.5375,-118.1431,3.1
nc74016211,"8 km NW of The Geysers, CA",0.53,2024-03-12 08:28:23.420,38.8333321,-122.8168335,1.67
nc74016201,"8 km W of Cobb, CA",1.56,2024-03-12 08:26:56.390,38.8336678,-122.810997,1.92
